from,to,value,fee
17psgSsdht4TiGaAZCVpvMx41zSv6djT17,1A4dPjPYuYUC3aFgJL5x9drx8jX21TvXuA,9028636,113724
bc1qayq47m9r4zxc8h0wv84z0mlwgj23qmc45hr9kj,bc1qp8rlxwq0rfvj93sg0rsfuru2xd5s52d7yplff0,1594755,17315
bc1qvv0z8yp9f7na63ukvgc3atpyc87ewfhmjqjda5,38bZBj5peYS3Husdz7AH3gEUiUbYRD951t,7000,29028
bc1qltxarth3pmfnut4zmwuhzf0aff3zwnw6c3ndn0,bc1q88z90u6r65m988ww7925xq568kffkhhqe9hwuygs8lmmt3j62jaqy5y5e7,2229028,29028
bc1q64m9cwqcs5dhv807c25z2sa8l9xmtp3zhvtypl,bc1qw7qz6qe4ajgkkxhynr45rts8th9pq2gtprhnmc,64199,17429
1Fj89Vt9UrqCVmp94MEQygnPt1pisuqJSX,3FyYgf7bqtMptrV5W73j2S6onJwufb41AM,1316957,23320
1tU9YxaDfD5bwUxvZuiL9gBhtPsq6ETup,13xKaarLSJzGJLDEoX73DxTRTPawgGjQrW,20966,45628
1JnmBxrhDeXob5BWppr9jC8KNrbCc5sc3n,3GZL4UTykpor3pogsQyTgVxyyJ8trS3Zy8,457646,27346
16TtGadeKhe7ATUrhkepxt9K1zdm1xsu2w,3Hmy77PD9G25odtZHLkhrcNvbhauGXEDT4,29284,27346
14thLm9jQyMYVrY9GdUnDaeA8FfbQsgHj6,191E5Wa1vEGRoYaMyhowPPgeXGtssyQsQD,84344,27346
1cq5oCtqVRVscGekaj23k8qVNyQRDSy8k,3EG1wVSTECstmno3FUR2nEbwtm99yQxVRn,18000,27467
1DuAbGH4h8W72fqbDmgm4FX682D6r6Fb6o,363eiedV8jjjMTy1aUHZdekak5RvgW62Y3,200900,27467
1HckjUpRGcrrRAtFaaCAUaGjsPx9oYmLaZ,1HckjUpRGcrrRAtFaaCAUaGjsPx9oYmLaZ,417705,31512
33SJSn46QVkdHHdWdoGW1kSpfVhtVofGTw,1EDiZqxxL4WXqNtfWE1FAjeU3qaCeAMX9i,1142828,25376
19mh2ZDVfQjtVHoD97Xkx5mbhnP92C8qVX,1JK335CLjQA7eUWLwHwHks1ns3cLwtkWja,398975,22600
19jbPgp6M85CdxyeKi3G6RTYeZhmsSCywE,342tCccvqD2ktX6KKFWoqTpxxFe3FGf5Mw,120000,32318
bc1qrn5gwrmv0rpzt6sg2cuuychffznrejd7knzeer,bc1qc0tan9fds7hakuqctrw75ng5lsgm4vyncr7rfvhwkg6kg24ptmtswd4qau,125954,23289
19xt239ijw5LECnRq1jRF5JsZWCeLTF8md,389x2fonmuXvpPy3LccVMKSjhDvTMAQJrn,931858,23289
bc1qlt7kajp5zp5s9k3akzv4uqj943jvt8mwtuxfaq,bc1qf5qalamgtzgxm45t62jfvdlphzhznhyfh33zpa,2036486,25495
1PMCuP57kyj1GLpNhyBizUtjgtWcFbnzfy,3QR7DdWV8vueBd4rkdzPWqxynUde3BcyCU,836181,23288
bc1qu2fx8n8jtnvwvkvh3klwvdaf4yp7epssvntg9g,3QZZPxaxW6o9m3jaZy29Tsty946PUWmDTz,10488,46090
1KqMkdxzsCHHArrmz2V3zTJxkkmZZXwcNZ,37w6qBnG6GdFRadRp61BYVbQbto2uLtN5k,20081,32092
1Fmi4KV37iehZT35S2ECkX4o3DUvAGouCx,1C9ybkAMT3cYzERJuRM3qhKECDvUNuGVvP,8032,50116
12o8NG4ZKxMJa4q37mYNCqgLhMzne1GbPP,13JyVB4KmwojDsyXdagqykyocmiTTRYUP6,5686625,27572
1FT1QAfJzgXzWrBnGVQykCGP9qcBdXiL52,16uHjEUDyX5ENBnUhWVnVFQTiNZWthGeyQ,53805,27572
1NM7FpSx5PK7Bb8ejtJCpMPizkWnfyskQQ,17DwabQeBnwssrhLugLF3AeLPDvXGmbdxa,580626,27572
1PrDMDLFVcV6gtECvgXLuPuBq4c53Zq7z2,1CqtTQNVjhcFru8NALaR4XkCuy2NaHHs3K,303742,27572
16dKdsAVYopETuSoGahepC7DUid5DUSFUs,1L7vBBfmPbxiH5mFpspZmGXXJwX1fGwggr,30122,27572
1H4PfRd5FNpvEMn1mpTayzfHVnm3n9JYyb,1FD8UJaBZ7WCntZ3n586wkCHJA5GahjoKj,20000000,27572
1B3JUn2YvfMS5D4CLbobqPTZpy9dguUiSa,1B3JUn2YvfMS5D4CLbobqPTZpy9dguUiSa,51770,27694
329koRvovTyNnd4ADrpR2uJHzXxfvKxta5,329koRvovTyNnd4ADrpR2uJHzXxfvKxta5,143183189,19046
329koRvovTyNnd4ADrpR2uJHzXxfvKxta5,329koRvovTyNnd4ADrpR2uJHzXxfvKxta5,143061063,22126
1GXiTX9vMYH1WGYZNKCmmMQ7Da3jKc89gR,3DHfcdLNUwVuqXLoBm8e8ynLrWT1eeC7d6,1068502,23278
14o3PMFDtAC2GCzG9X4ay6DXBMG4hXR7Nf,324jyvYRQLxHs5jbHmSafzxxzTtr7HmC94,416110,23278
1FZx5V1pDPffPW5m68MP1JKPngzA1pypYG,1Hu2QapDXk7wEHKD3VcpiDYugAFCJMmtos,427582,39270
19aDBqm7MfmbNoveyryqi7DNXCSL3RZiQm,12RrDJkGigmdMr3w2AQt4WwGwJq1wYzBCe,238350,87770
12WQuc63Sp7FPMGUFggy4iA1mEDgfidfDr,15FDEpyWQvTeyNJ49BVxkcEbjVYsVRPBpv,121000,41598
1BKJrGSHM49L3cyTvc1RG52pV7ouP2TNwP,1D5S9FeUhus4mKbiPX8a2Ths9KppSy9VyG,112614,45628
16wB49uT1kAT6DmJkShZn8mAjknKrq14YJ,1GUFwkc5U9QxJW3m9jnAmJwXV4KVXtpRm,27801,45254
17AccmXyh17UwWm5cxE9m913sFaszskHzT,1CRWhmAZU7TYqUD8oYTQdtL24ZhbsZaVLv,942539,23353
3DFLZasMPzJa5wefQij3D2TEcagkT6oig3,1AopmFoSZLTXc2ZGEk9xxKvQEMKZBTQd3z,100000000,84240
3BeZMF49VJtvrvv2utiY4rsU9rX1kKaGGZ,3JWEbswXUucHg2ENJLtRuDKUg5m3RnPSgJ,1001070,20295
3DpWoj2oXCdYMPBZUc6jyb4yMYFUoGQxN4,3HrV1mo3K5Jnh1p8CVCkXh5QSvfqgAWS5k,100000,20295
bc1q05j2k5vwwa7mdywu5y09nhz6raj6n0m8hrl3gdrfqa2akv3drzaslgan2x,bc1qkztkwr0g5ftvaawj36re8u4u8dyrmsklew7v02,49868524,145080
33kpFs6MPWDCtv9nuGcynBbmsSqUnvEgrp,32KkUKkHHy2tD7r2zPPrJUL6eHV17v7SfU,1400000,46318
3HnNKhvedhWr3ViKhGvEN9J4d1J8854cpT,3LbcH2D9rvdahPwUCTF1QWpnVfdHw9BPC6,84555,16373
381RhcxEWDPgM3LJ7r2D3UVNR54FajZeoE,3Fr51HRspTzMVN6TKngqjocX13o4NynnX1,1369344,113094
1K8c7bPNox96CHWcSfet8yr23Z7fsfeB3d,397vYKF3xfoVtDfwKLxZD3L85PFwoxBij2,100803,27346
16rJfrdXHCHmQDNoxT9qKbLqcrs5kPs2rW,18git9QaJBZ7jY3WobMWJbhsPwfiJqC54B,60481,27572
1MAKfyow8quh3MTBDad9FPmxqaj7Sp8Y5u,1FaZZM2xRfhXHJectyG6fRytaUtZwZnRuq,200819,27572
3AE4qsqEshpdLKrJqkrHR4DCLHKNCDDoeQ,34591DVW1HsNB5JSjMb7aprPV9a3QxxYjU,6742929,53192
1FDu7mXwqSddqQThGDdfKaxijTDSVEa172,1BB3jfK5YiRqg5iP5UbKFSPMUiTrBmVvJs,752567,27450
3F3wCxeJwBK8DpuRQKPyf7qHoUt1gqTTes,1AopmFoSZLTXc2ZGEk9xxKvQEMKZBTQd3z,100000000,83808
bc1q3mv5yr38au3fp0e07m704n7c93uf23wt7tuxxd,19BNi5EpZhgBBWAt5ka7xWpJpX2ZWJEYyq,5000,29520
1DV6s3UVAidCk6zy4uM4xj8FUAvNBJ2Eej,1MjBUqEa4wSJyej1bZqvq5H18PNoAUwdXm,18332,45254
1v88PvzS7uhyKU799cbqy43Kt3FJVXBUm,1Jy14vDCdmV5rMH4Nohr2MbbJc1VcaVsVt,81518,45254
1CxiNYr2zk5rq8hnAsWgqVohxEQnANxK9f,3EDcuPpmspGiHGafBqRDszdBaugkTNoU5i,262941,23052
14i4qkGVZqP2bL5gdpFKQwMvX5HZk3UkXa,3Pc5fqjEF5XqKKgeHqJknTdtQyTFswDSQy,648357,23052
1yBAi9qBWAifZ6F2eppEJ8pitokhjN54b,3HjaBbshq7Gi5bxERzq8GD7PG33hWvGd2T,364837,23052
1EHHu1iKPXZEc18SgRd9hNN2MJzXNhkrW6,34LbVPf7FfW3FAZKtmR3CDMC4nuHHwQTGP,75525,23052
133S1bc5AfPBEZVsj8Te5kpMBpEPaMMNyM,3D6LHmJEV443aZEcx5No9pfpTyiihaR4yY,510048,40972
1CNtYkVAyqANivP7rAtgPcLZXuCjhSG2Ea,16DMvwC4d1TfHPfSpdpFkkajMbJN2ij6QB,519026,23278
1LfTakDf2aHyne1YkRJUyFKsuTz1Rx585,3BMg3S7EuJEfPdibDFm1d65kTbHFt7QV7F,2007324,22148
1Ltq3kFhJf2NXrjjcQjqosQ5mN9fWbM1uH,34GQJRZzrw51RoFQQRQFMwZee2uXpwoNk9,204763,32318
1Dx1Ews4S3Us7fHfHyCSrNgD1qzi9zgU7Z,1GQw3gQNkCyW8am2DdEGuEmZMheMcfuaoy,481966,41416
1KGi4UywmVAf7V9Lr81SB5ZK1K1sgrSBTX,1ExNz6RwV6WpSXd3mXiWUb3F1v5ZGfSHsv,120338,63318
bc1q0cn85jgqyq9zp4ysf7464ywqyz34mr3hgvaa07,bc1q5lu8ypj97yu5phawuvd2tadzdyvdwc9z9mgycc,29249125,10875
bc1q5lu8ypj97yu5phawuvd2tadzdyvdwc9z9mgycc,3AkPpLYM4eTzRsFzi8yJ9sgVzu841HjDZU,29228965,20160
1GKLu32LE9S7BgWJRYghV8cQZMs3yK3Jk6,1Q7A5i5QrxKSRdBimi83exDwXe2Rhb3UNM,36538,45254
1DqjGjC8rUBeMVWaSWeWLiTFsohoZYuHcK,37jSxWWxhdNCK9VscX9sZSLKM3XpBH24qB,55349,23111
3BtAoaRs7zadcDcZzoM2Ygb23TUjLC7i1D,1G7ALTVq2efhmJMMHaWEf8xbX6NHGnpv8A,1001984,18000
1G7ALTVq2efhmJMMHaWEf8xbX6NHGnpv8A,3BjZFsU1HpxmoQYA4jxFWZidzWJ7z8F6Yx,971602,30382
17EQM3NuYKoADUFs96Ata4nhnWGsawFpdu,13xAx9VxF7RjTpUNAw41J5u8BmgXk7Uy1b,301229,27346
1MTN36CHcn8ae4UGALL2oyexUVBwoU4XFT,18c3AaH2Ev5h1zEokCkQYXHGhbejbzMVvq,40320,27346
1MBBRaVgZTY18HKTYiHHfG4tgSQ9z7PVWE,19C9pY9MXCSj1a1hbUesjruFu7oqPaggmL,33992,27346
115ZQL7A1XbDtRqVtoHGFVegbmzSsJejUK,1KixeVyyuMUdSQ59PLDtvy4sp9JmfoBJdG,115697,27346
1GJFFSJtBY7usuYbWdtNHUzgnZwaWoheg5,1GJFFSJtBY7usuYbWdtNHUzgnZwaWoheg5,404029,27467
1P7XmWAGrBVbZQ5J9ZgZ4R3uV4Es1pEMwF,1Expdh7iqjFQUUMeDDsco3ZcJNapjNwcSV,81441,27450
1Mmi7f5ACDCgav4oUFR2UzMH8uVhef8gdG,124jZQ4zNuJX4mmikC2DMMmdDxMfJozsut,2219331,27450
3Pt9rsywoijdsYLL7wvoenahuoxee7xcxZ,32YTJuzi4CVouzX4QkrvzF7CjUSYMax8HD,22000,20160
17qBtesoNepNU184J44rHLmgxFnZU4cJin,1LegakTdKBZzmn1nwpk1fJZvfdmko9Kaqb,21000,23835
1HncxEXf6cyGyAmuf2FXU3ZFomasENfQG8,3CxgYHZ7iEqrPHDppSJPHje8giW7WaJdgc,66119,26441
15EinUBdm1fEtciCHQpKaof77k19erdgmB,13SdtbsS2YWBvnTPyvVRmSW4rL6KuJK9yy,1009536,23302
14UcVy77Ej4gN24QwzoBSENoox1EHR6zgZ,1DtuPRwVAishPnmdxv1zbTo6sWuqhaG82j,15931,23297
1KUTdCC1GCoiwmEEomKdeT9UJof2VLNWzm,3F4jrYWzgPMFwMp4V96tuQNqcYMkA1KHQi,290000,6780
19tJx6xLBTQabD5cwFgcQdV5rfnUbYis5t,3F4jrYWzgPMFwMp4V96tuQNqcYMkA1KHQi,2664000,16950
3F4jrYWzgPMFwMp4V96tuQNqcYMkA1KHQi,1N4Dsjx26XkRzL5EjskRycRPCdgGSYR5E4,6896648,157307
17Brbn5w2AHbhRHuZmt2xt6UbgQMTKqcqB,3N4vi6avPUjt3YDs953Pp4w3XxL7wQicGp,4236000,23052
1ARidGEbm3qmmB9F7Rn2HYs26F7yLR3rXZ,38pnuo6hT3xqft4iRtPZ22zs97FVUg6G6o,27100,23052
166JrCcxdeEynM1NctYufgHREdKa7mEcKE,1273k4TX7AYNNajc5aLB2X1oipGBn4uPxk,1304252,21922
17TvvWMSYAZzsBeRKW3gSZU3tTLwnCmhWq,3GmMRzAZYm37tg5izS79cNW9crNck67Vb7,10241792,32544
3HyCTwDMSp1SVmg3v6wH5kUXjQgHLp5jvC,39wcKJLq2fLnWZpDhauYXmmxeGDrQoUvTf,12855,350295
1PzmohDs3CRTEye9BLqWf4iDVtCBW5uZ1F,18NyZqXKctVo3Ka64RdCwxsRxNSQufLMZJ,6940006,21018
18NyZqXKctVo3Ka64RdCwxsRxNSQufLMZJ,3JvHKSKfb6QYaTNmknZ2TqsA4f4aZzpShY,136000,22148
1PANWAJA7HAu6pJ9jacw2puuFuBk4BWSgj,1KuYEfiHazyhErEpAQiCaTFpMcBM84pE6Q,6747280,34578
bc1q9y324gzh0kv27m5g0q7x56d3st0qwzh4tl07tu,3GFovCnt7xmB7fRMWGP8wwc1CSFDvpxh1o,1694500,17222
1HHcgr5tLxKATfVRPSDrd5CKRgSNUTfBwY,14XQdXxFqwtGuiGm1u6nVYduqaZxGEqaZL,1590525,23280
16NKuX6rh4JtjMoRKeM7mDBRHqbhoULL5Y,1KtLsoAqeLZCG9zT1ipWTVdLL1AsbxCaDT,59989,23280
1LkWoApVW8JP7ikUS1yToW4k92SAinsjLs,18pmWi6XvdCt6JKJFqPRdzExxD2BJ8s5tN,126142,23278
1D7LKJ64gPDTGzbB66qXZo7L6ScvXFNUrd,1Bfo1NWfaDMqP3boEbHxfr4B41iHBmBgDw,7300721,23278
171s6pNHrF3jtsMaaK7Ab45pARcRoFf2M9,19v7ij2UUT3z5QzDUYF7aNZVcyxaA6et87,59317,23278
3N44H52s5RmMkP5wURKaLMCWxr9FA8yAwA,1HDWAto9mD4vwZkxE7RZ4nxvgYcA5vJQpG,184170,40855
1FiA7gSfkNZ7Wvyi1AgouJt5kvezES5DWh,15symtwNim4YLBY6XHB7Sx9H12CiBNhw5o,2765698,58992
1DYT2YMzELCwJaCJCgx65WBHarqbPXGTzy,bc1qazkxmcpuqguks72m5uphmpp47dml5wdv7ucx8lm6y27jte9gy89sp2au4d,243779,23634
1EX4TW99X6uJrgy7DwbjKmjBDyJrWxdyyZ,1CJMRxKuFSNWw2anseRphvK8H5RNoHWieb,1967453,51054
1JFHP9bFqczpJDdeiXV2r9YXfDFwCrt71j,14GW5ThjwvuYgLRQzZBThAmPho69W3Etkm,201606,27346
bc1qfl5t06hsqg95v25wnv65quyq6jv6x6shqtdrgg,bc1qxtxc03shg2f55nhlkhtcvufxj4yy4rl75tcnet,82939,17061
15fgm7xDEnqQoR9BswEn4wBT6gHrXjoxu9,11RkTDY43AUTLf6VZXNZ6S19z7jAhnLGc,46866,26983
1MDhTwcDDS3Tvme4G6XRbKvayRsUMky24o,1JzPYkfMeoiffiTyFYVc7u1FmNmZqqKBmm,201628,27346
15htdqdcECks26MmGkbA3uLgPzwif3YgGi,1Cp2JgW9qT7XMFh1bdbJAtQiZ4q4gts2v1,5196465,23111
13Tae3dGeXcEFK1EMdfNCuwneFkp7LyEaX,17dTP7qrot9w7PsyZsf6tbCA5WJ1cVkbma,259323,27346
12fMspcLq4fEZ8uybeXgu4gTzUUm8eh4Md,127pWyA8Z9DPXXkfTZzHxtoAD8rjAQ2zQR,244453,27225
1MdDiD4mZN15P4a2YQknAtxh1BGbDK9Tmd,1GPaRjbVS2UQMJXyC5NCAEKdRkjBzUbAJw,266045,27346
bc1qycxc0dq60u8zd0l4ydz4l7c0r73xvwau59ya9v,bc1qxtxc03shg2f55nhlkhtcvufxj4yy4rl75tcnet,16884445,115555
1Jbi1553cidz7gBdk5Frb3ceagpLfoSHsK,3QGhAwBR8T5x9MSzTyNgo742GPEtfwFcUM,25000,26983
1MT4C1JcykcdxYkCrrujeZMceZKxUHGYWF,1AkJ1qo1TthTVmLmMpmsKtPBTXVyucQudc,2002947,23111
1PsEytmGb4rBG7vuDPMzRRB3ua2umPERFC,18EbTj2fg7dHnw1p1daW2RtcC5ohatfwwu,7105640,27346
17fTw1e6wGLk5zqUf4fFNUrbFyo7vLDYmV,bc1qrhmghcznjg9lrtmhvz3wdltpc7e304e74g40p0,278555,26862
1JF3C5Mq6TwfUAjXD9MgxNwyE6ABetujiD,1BbUiGApKQLSkkuz6iDEk8MYXTut8Wc42F,331352,27225
1AEpDMRTehKNLqkzkdJr1mGhKwev9K9cAU,1J6TYGvHhfs77mHbdtohFuDKAyWAhthmiZ,60245,27346
1622UtyRYjoHeE9Zak3eUALwuUvKa6hYtS,15Bavtk5kFiTzt5ANfVuH6ERKHy8DzKwMs,403213,27346
1DK6mpeqkUT9NGMAyEnTyucPV8ZEYL2c11,14AwBr8LNPqV1DWpxWHUFVFBLsrEED366H,1090132,45012
1GyCYGZZjwV36TbQGcwr6RTEL1ZdPyh7J1,1BtoMr7ZfGW8yQVhoLUZ7TQ5z7zVPDpoq4,46369,27346
1CVDZgZWLZSAc8vjrjmmfhgHtGyQCKtPv9,1CLLSxo856XeMSEbmBfmKZc7rSsenBoNAz,40163,27346
1JQDaGMQAyEczn58vtm2UyBqMBrKxRppeV,19UvxAJgAU5hXHpQJZC2JATg7Fkndfzw1M,1183047,23069
1HwGCxTxsi6UAPmavdAkk1bmz6UTNZULh1,3JxJav6zv8CR6FBqD7AkFDgrfvFtZZnHtK,493616,22826
3BaR1KNtS5PTdQ4L5NZQto51aYq8QU4fu4,1GKhic1zYijuX2rWMKbk4fgmb9PAFxj1qy,280200,27293
1CRPLLU2ceQmRCY29c6EoVcdCWH4YPExEw,1Kkrnf5VjNRYnnJC2w7JC4PGhGQJEtepwL,152302,116160
bc1q6flus7r0r7dhc4whml5rhq770885mzw4rc6d8c,3GxhviQfxABReVv389MxLkMDftPd8HL5sH,3000000,58080
13Bjf6h6Zj4AeioMiAxKyj4YW5nDaQYk66,1PppJtmzPDY8ubN1kbUqnfi99H2R8w8o8R,434756,23059
1BvSEzcAE927uWUhiTKw9GorwWRykHxxD9,18eRiDkqWS6j45kshi3aCBfgi3mZQ4QseY,49529,23052
1KcLkkkQndc9zqA3H64i23igyHe9xpvoHn,1NPbaNUjsMUHRhw4bFiVBoKse3MWnf91DN,476398,23052
1LdqgwNJfD5G8SBMpd1gjmzqjYF7CcepJD,1EEwn8MfYaL5Egg8PZ2L8vvRBWa9MbiuHD,967948,23052
1Mozf31P5S28Y8Fmhr4aboFPLBHYcMzkKS,1P2jkbPhxuFx2eMiytPTMgQ33KTY6rnLLy,9600,23040
17hqer6VbkGAUXyVA5qXtwudX5HiXv1rDX,1CEMoh6SgVHUAvKBHdij7akm4BsEFoP6pN,3666528,26900
13kAphUs4HA2ZPph3UJ6oV6NwFTihCj7FT,12Du7uqXtfpoRv5qfPNPYtTMqkoHR92yua,43945,27120
12wEPfiCuAxhESMtQqYbh5sGAgaMB4gckH,3MsSxUaeDjNTLNtFT5QpcdYAD6ACBUJCRP,270694,22774
bc1qy8uw0mmhxuhac2z8p3zmac4lg85vrppnugkzye,38bZBj5peYS3Husdz7AH3gEUiUbYRD951t,5000,28556
bc1q9fxcpvakshuc06cf6t76us7s3mxeealdu4dpq2,bc1qh5zrqu5vqd0kt9lkjeh9vg90hrnaq9asj7e58mv99gazylln4cvq2k9nqk,1728556,28556
1FBBrB9pt13yd3rU1CS7Kbq3RbxVy48haa,3AMAQRvbaTiSMUTTjaBMMJkd4UN4Qtat8s,96771,26983
1KjWuMSetBa1uQmDXUUcFgkuoJDg3NmyAF,12kar56HnBjRxjxKh3JYAzoYGQgKYbipAs,38575,26983
1GZMohwgrAzdqA9KsiXPxNqUBuHk12Pahe,3BMEXRxXhRuP5qqKavdnLfTRi972bvmTxv,50000000,559680
3FsVtws2JoSc5doEHhVgqidA9FZQs6QGY5,bc1qs5znyevfnthex6ugfa6c74nf86m78lh85l8kqm,2940,19516
3BXtvPHJxMg5pZ2FdcxwWUsSYC3PyvJZLe,bc1qs5znyevfnthex6ugfa6c74nf86m78lh85l8kqm,121000000,31110
1HsCmN3ePwmfqP8X4tDV36TW7HYwDqpehx,375MCiaiEoTCp3HMs6yMg8QdDV65dRXYyv,28886,22826
1Df9u1cumYNJ16ojTq3PUe9ucFFcBUZmTs,38JQbBKeXfXxjKFvAgs6YKCWXTRDcmXu7Z,35862,22826
13KhXAn1sLssYFgwd83RkUJqEardA1HJ8N,19YTyhHFm36zkbaj9g1DV4fPi4NbP2hcWc,903600,93700
19FBrkHSFJAezv3JTuaC22ZogJmZ6Qzcpq,1DURBijABgMw8HAKDvRjJzTt64PPjUmzQf,857419,23054
1M7SGaNiMyVQV7USMknEvNMrNruo47S4Wa,17nXGrg8JMg6Dud1UUm8kFme77cpf18s6j,60245,24408
1G6EC6dPbv1k82MrJ66TGDGwFkLKTZRmt8,35dKVBevQ5Yqq3EXEFWECqxSZSysg8y6Ty,107109,29606
bc1q5u7w59fxcax9mxqmflzd5aes2cf2chsrsy7uhh,3MNktvhNWwb579GmTUu8QebhUAaUPJQiSj,471242,13320
bc1quy69wvf50kw2cnlhgcfku25r5aygj7tu5psje8,3MNktvhNWwb579GmTUu8QebhUAaUPJQiSj,966566,13320
bc1qj24df00zks5gsr7tl7mj3taqwdqydxvfzgjm25,16PKS9NKM2nnBekhtvgkFmaCrP16b9C4Uy,1990000,44880
39iLztTfSNdiNRoYdkhSU2iuey4M3qj4Zn,bc1q4ac2ulpspufw30s8t3mm2eyfx6msx3qapamhrm,42744701,19680
3LzqJvGQKWD8CU2EEVfa5MHrRCUCf2Si3Y,3CRKgpWvnWHeysKwSTv8idcVmHCikUFGJW,732094,19920
1AVnRFgWzzBS3hqBm4HaHYFctruFSQo9Q9,1CSghsvTCSziARkcuCk2eeNk68LxTxVJnk,100678,27120
bc1qj24df00zks5gsr7tl7mj3taqwdqydxvfzgjm25,1LBebvVVCxvpdqr7rFyaxgqZCunE3mTcgo,455663,33000
35QwG5ZxbhMnEuZ3n6vCwXYoxAuD9WNorZ,1AZQNayG3KjJdXUJ7hNX4XLbfLLyuiBmuw,2498363,20160
bc1q0x0y8ak5y0zqu8mm63jy34sp2x6nzhx6t94x9f,bc1q46wwglgl7ehkt84w8rl5jkv98ehqpqjha5v666,277488,17040
bc1qhpmscfaqrfrps9dnwr3dsdjc6flt8vnxnllfsjl2yfn43gankdysc7m89u,bc1qflqptnc98qdka0nuft0xj3s560sxw3thxpz6kx,1400000,20271
112eSifm8KewfMjSLc7tXYuUaQuC7iavT4,1FrtqbGi4frRFCazwK6C8hCxZVZWGaxc6N,92738,40660
1P5zYNeqPziP8QjrSKymdEmmYW63RRkFns,1Kyrmx4LNTq5TPdg9wwigHSyUeFPSXW67W,415309,26550
1MUGsh4zPT2saBrKMiAnApaVGFNniVMLWF,179JjNY4TLegzPBE2ShVgva97sHEiNeyMU,354295,45254
1GTK55NECVLxhVB1EkBmecndojaB2ktAiZ,31judTbR3ep9by9rSdXrC9B4caTw8PgHZG,822874,22774
14r3BL9PDFCd9pAY9AUCQiRBZeTL4ckhFA,38PGarhjqSvTDqAxokHAeZwPCcTMpr72JQ,82873,22774
1JwgXo4LNkzeAuuP4E5anSW8h6AnqmoTEJ,1BH6FqZbeAFwSkXHnSfZTUpQgNWCR4hEYs,1076090,58486
35wRiySSFtp4AvfaX89eCBtzfuJ5REXaLK,1N2XLUg8rSXb7E1tbrnTdkT5T6AkbvWhLy,70000000,20109
17pSsyej1XPmgeVyqJrjKtgRFpnDh1e2VA,1Q5ypwFFXb8QsTchi4Fb1vzHnnymjzcLE1,5655674,93102
138CpwRrB6ghF4KYyfThvrvnWE2Fo7odDB,36m2ktjnAy5SAYCmB3HTRWPKqEduYVm6iC,52144,26668
1AFzkVfcaERXCpX3ecw5kKvchNkDMV92GS,3Fz7i2XdZUaEPemm344Dy3iNcCkLE367fu,2013743,26668
1HdtJTkc29xuqEj7tKzWQWx7xNFYLjNuM5,116EugR3aENZqMmGugh3fnKQqMTmZs5B5p,2961235,93629
1Br3nLFQx31TE6xD1dsJn7i3STVMASjCrj,3AsUR5af3x1HnyEmSsUG3rZWd9EHfRvJb6,528791,22600
bc1qf59s987d6ftcuq5a96n90aalgaqc9ayehjm980,16YMxbtnTBgg1nxM6ioSoWfX9mk1jMbzEH,310659,8550
16YMxbtnTBgg1nxM6ioSoWfX9mk1jMbzEH,14WGYy8o7oz1jCMNj1T3swjNkTKbSDaw4B,282867,27792
17ACZyAuVebjnLzD1hux4Gaoo7FrzqjCG8,1Cs71Zz6FssEdSCwSMBzYTRTvrTLK7xXh3,373584,22826
15gAQ6yRGeGzx1YXMpMNhLrg1116BeK5VR,15oCBNVcbFD53rEB2heoZoSELpCkAqswLZ,698054,22826
1HxVHSX5vPowtwoxMvSDxVrgY8iGFUr4Nf,3HSKbNTMmukUEh9c4QYTbMDu4kXweM6Lxi,166613,22694
31n7Q4JQLL8xHmsna2yy1AS3JPe3KKpkTd,3QgNSXTuV11KgnWQQX3x3LhbFsWFeafJ9F,45855,17716
31n7Q4JQLL8xHmsna2yy1AS3JPe3KKpkTd,3DwaxAvHPa48temvEwAKvVmqkoYN11qvN5,803253,30076
31n7Q4JQLL8xHmsna2yy1AS3JPe3KKpkTd,3HH8QAtVbyUCQyLWSL74yzAPk4qu8DWNjg,824018,21630
31n7Q4JQLL8xHmsna2yy1AS3JPe3KKpkTd,3FVkxzgUC2dJYVtuf92ZMEzKGEXHxiwMih,5999040,23690
31n7Q4JQLL8xHmsna2yy1AS3JPe3KKpkTd,38miGoW4yrFFkKkFZiENxcPhiyAfLKv7ZP,3969380,29664
12CppZHAaaH4g3hcTJLB3Ed9EdCnjmkKc5,1CoDdZJuessBediJAuRgraouP1A5ceMU9V,5068774,57428
1CoDdZJuessBediJAuRgraouP1A5ceMU9V,13krCVYEcKXV5pkoHPDFxV3PpZRvL8HK6H,2496928,27572
1CCWcrwuULCawAJxqur5jEmfz3FLy7s5j,1ABup6BT35SaJW8KJ9pUcVTygHzQWVv5dm,905940,111090
1PPz2qaYSJqbPMtAbruEQY2LTvrDmMWt72,1CZnZuX99k9gLGeVQDWHCc1nePyRuQJbnZ,274624,40392
bc1qz2a9hhfhyg886dqyg23dz7hzpmjyhcl64r4te4,bc1qnqy33zln0vx8f8kll39cwqjqzjvnwka6qts5jk,342826,18223
18UWxyefB9xQEpMyjX2gQLHuBrC78izgot,31wtCvywiqZ3iDx9Tp92L5DKxfS3HvVGtJ,126454,22624
12yqw5zYpmbz4yqyKHTbsqUkxBCg2TRkXi,33tve8axWAvKm9D7vXP33rPRYStyzNXDLm,42082,26668
1H3n5eGU9rh9bdHa4ouhPBuzNv7NrrhTov,35Aoy26XjavaU1drTe2vRwErtZwhm7x2je,100409,26668
